policy,seed,err_rate,rounds_to_target,cum_time,final_gain,final_regret
matched(模型已知,用m̂),42,0.213922,18,290.222222,7.065687,-0.048936
matched(模型已知,用m̂),43,0.215597,14,293.777778,7.201807,-0.185091
matched(模型已知,用m̂),44,0.212625,15,290.888889,7.093297,-0.078227
matched(模型已知,用m̂),45,0.210960,16,290.444444,7.236673,-0.220000
matched(模型已知,用m̂),46,0.211715,16,290.888889,7.044238,-0.031338
matched(模型已知,用m̂),47,0.214790,16,291.555556,7.232641,-0.218549
matched(模型已知,用m̂),48,0.210035,16,290.444444,7.171673,-0.160002
matched(模型已知,用m̂),49,0.212457,16,290.444444,7.223251,-0.209798
matched(模型已知,用m̂),50,0.217067,18,289.777778,7.097257,-0.092853
matched(模型已知,用m̂),51,0.211230,16,290.222222,7.003575,-0.004058
matched(模型已知,用m̂),52,0.210291,15,291.333333,6.907125,0.102921
matched(模型已知,用m̂),53,0.211975,16,290.444444,7.073547,-0.064562
matched(模型已知,用m̂),54,0.212559,17,290.000000,7.097244,-0.079020
matched(模型已知,用m̂),55,0.210177,17,288.666667,7.255621,-0.255094
matched(模型已知,用m̂),56,0.208811,17,287.777778,7.097110,-0.089050
matched(模型已知,用m̂),57,0.214482,18,290.000000,6.937572,0.071150
matched(模型已知,用m̂),58,0.218060,17,290.444444,6.887323,0.114389
matched(模型已知,用m̂),59,0.217081,17,290.666667,7.025091,-0.023763
oracle,0,0.214026,15,292.000000,7.151165,-0.138891
oracle,1,0.214953,16,292.222222,6.962189,0.053739
oracle,2,0.217303,17,291.777778,7.179927,-0.164234
oracle,3,0.214474,15,292.666667,7.057516,-0.044874
oracle,4,0.213248,14,293.555556,7.142691,-0.127271
oracle,5,0.215824,17,290.888889,7.342917,-0.341019
oracle,6,0.217093,16,291.333333,7.047793,-0.049060
oracle,7,0.214104,13,294.222222,7.469942,-0.451773
oracle,8,0.215064,16,292.444444,7.065725,-0.052972
oracle,9,0.215019,16,292.444444,6.994297,0.016979
oracle,10,0.217930,17,290.444444,7.208980,-0.217642
oracle,11,0.216695,17,290.888889,7.449288,-0.438465
oracle,12,0.217345,18,289.111111,7.316839,-0.328969
oracle,13,0.215159,16,292.000000,7.275680,-0.265865
oracle,14,0.216248,16,291.555556,7.394743,-0.398026
oracle,15,0.216003,17,291.777778,6.944437,0.070328
oracle,16,0.218801,17,290.666667,7.021796,-0.025201
oracle,17,0.216125,16,292.666667,7.096403,-0.084911
oracle,18,0.215810,17,292.000000,6.970888,0.035723
oracle,19,0.215091,18,290.666667,7.175882,-0.159418
oracle,20,0.216907,16,290.444444,7.250681,-0.257399
oracle,21,0.218051,17,290.000000,7.124885,-0.129334
oracle,22,0.216242,17,292.000000,6.909108,0.108642
oracle,23,0.213564,15,292.444444,7.060216,-0.043188
oracle,24,0.216468,15,291.777778,7.391457,-0.400891
oracle,25,0.214488,16,292.444444,6.998073,0.015541
oracle,26,0.213067,15,293.111111,7.393322,-0.377272
oracle,27,0.214319,17,290.666667,7.029825,-0.025298
oracle,28,0.216336,17,290.888889,6.947120,0.057261
oracle,29,0.217986,16,290.444444,7.310844,-0.325819
oracle,30,0.216764,18,290.000000,7.192437,-0.192742
oracle,31,0.216926,17,289.777778,7.158244,-0.174347
oracle,32,0.214818,15,293.333333,7.189713,-0.166852
oracle,33,0.216697,15,291.777778,7.431233,-0.434163
oracle,34,0.215447,16,291.777778,7.160684,-0.148085
oracle,35,0.217006,17,290.000000,7.087827,-0.096587
oracle,36,0.217477,17,290.444444,7.101140,-0.107682
oracle,37,0.213968,15,292.666667,7.135137,-0.126038
oracle,38,0.214052,15,293.333333,7.420510,-0.404786
oracle,39,0.218559,15,292.000000,7.248830,-0.255438
oracle,40,0.214670,17,290.666667,7.284591,-0.281248
oracle,41,0.213488,15,292.888889,7.193178,-0.179698
oracle,42,0.215440,17,291.333333,7.127839,-0.111798
oracle,43,0.212812,13,294.222222,7.283905,-0.266224
oracle,44,0.214624,15,292.666667,7.180972,-0.162666
oracle,45,0.214317,16,292.000000,7.318989,-0.304051
oracle,46,0.216713,15,292.666667,7.123483,-0.110074
oracle,47,0.214255,16,292.222222,7.303380,-0.291031
oracle,48,0.215585,16,292.222222,7.275810,-0.264022
oracle,49,0.214291,15,291.333333,7.288713,-0.276964
oracle,50,0.217121,17,290.222222,7.149340,-0.146284
oracle,51,0.218614,15,292.666667,7.097180,-0.098201
oracle,52,0.216330,15,293.333333,7.006971,0.002703
oracle,53,0.214083,15,292.666667,7.234058,-0.224194
oracle,54,0.213889,16,291.333333,7.234390,-0.218630
oracle,55,0.215603,16,291.111111,7.365200,-0.365763
oracle,56,0.216387,17,290.666667,7.207390,-0.196515
oracle,57,0.217170,17,291.333333,6.998823,0.011803
oracle,58,0.217055,16,291.333333,6.986412,0.018122
oracle,59,0.215361,15,292.444444,7.156430,-0.151490
fixed-d0,0,0.018595,39,120.000000,3.142976,3.882240
fixed-d0,1,0.016726,38,120.000000,3.057662,3.968670
fixed-d0,2,0.018024,34,120.000000,3.147551,3.883471
fixed-d0,3,0.016109,35,120.000000,3.096365,3.935466
fixed-d0,4,0.014603,32,120.000000,3.117645,3.911098
fixed-d0,5,0.019642,34,120.000000,3.236627,3.773527
fixed-d0,6,0.019910,35,120.000000,3.122223,3.885526
fixed-d0,7,0.014793,33,120.000000,3.248129,3.777180
fixed-d0,8,0.017281,38,120.000000,3.106099,3.923517
fixed-d0,9,0.016909,40,120.000000,3.082072,3.942116
fixed-d0,10,0.021580,35,120.000000,3.189234,3.815239
fixed-d0,11,0.019274,38,120.000000,3.266234,3.758842
fixed-d0,12,0.023510,36,120.000000,3.234557,3.764437
fixed-d0,13,0.018514,32,120.000000,3.194503,3.828428
fixed-d0,14,0.019647,34,120.000000,3.262888,3.744725
fixed-d0,15,0.017827,39,120.000000,3.063241,3.966869
fixed-d0,16,0.021401,39,120.000000,3.117298,3.892630
fixed-d0,17,0.017688,35,120.000000,3.115878,3.904745
fixed-d0,18,0.017499,35,120.000000,3.077047,3.945163
fixed-d0,19,0.017850,37,120.000000,3.146479,3.879693
fixed-d0,20,0.021162,34,120.000000,3.205187,3.802294
fixed-d0,21,0.021424,38,120.000000,3.155614,3.860240
fixed-d0,22,0.017078,40,120.000000,3.038126,3.998355
fixed-d0,23,0.016670,33,120.000000,3.095574,3.934414
fixed-d0,24,0.020256,32,120.000000,3.263064,3.737718
fixed-d0,25,0.016853,36,120.000000,3.076419,3.949761
fixed-d0,26,0.015286,31,120.000000,3.213668,3.816925
fixed-d0,27,0.019409,37,120.000000,3.110612,3.906390
fixed-d0,28,0.020321,35,120.000000,3.075002,3.942214
fixed-d0,29,0.022288,32,120.000000,3.231598,3.763670
fixed-d0,30,0.021046,38,120.000000,3.175710,3.834725
fixed-d0,31,0.022723,42,120.000000,3.180675,3.824170
fixed-d0,32,0.015246,35,120.000000,3.128728,3.900279
fixed-d0,33,0.020324,33,120.000000,3.274300,3.729131
fixed-d0,34,0.017766,34,120.000000,3.143289,3.883078
fixed-d0,35,0.022002,37,120.000000,3.149019,3.854484
fixed-d0,36,0.021243,38,120.000000,3.151439,3.857317
fixed-d0,37,0.016634,38,120.000000,3.138883,3.884001
fixed-d0,38,0.015291,32,120.000000,3.227495,3.798627
fixed-d0,39,0.020538,33,120.000000,3.206638,3.797684
fixed-d0,40,0.019440,37,120.000000,3.206477,3.813439
fixed-d0,41,0.016334,34,120.000000,3.153918,3.874705
fixed-d0,42,0.017610,37,120.000000,3.127234,3.902160
fixed-d0,43,0.014545,32,120.000000,3.175454,3.851864
fixed-d0,44,0.017364,34,120.000000,3.146830,3.882936
fixed-d0,45,0.016665,35,120.000000,3.199075,3.828616
fixed-d0,46,0.017954,35,120.000000,3.129711,3.895130
fixed-d0,47,0.017276,35,120.000000,3.197991,3.831146
fixed-d0,48,0.017203,34,120.000000,3.187953,3.838769
fixed-d0,49,0.018141,36,120.000000,3.195795,3.833217
fixed-d0,50,0.020683,36,120.000000,3.156710,3.863388
fixed-d0,51,0.019039,35,120.000000,3.139352,3.874984
fixed-d0,52,0.016515,34,120.000000,3.084959,3.938344
fixed-d0,53,0.017463,34,120.000000,3.178847,3.843404
fixed-d0,54,0.017814,34,120.000000,3.167101,3.861222
fixed-d0,55,0.020213,35,120.000000,3.244622,3.772712
fixed-d0,56,0.019740,37,120.000000,3.174253,3.852508
fixed-d0,57,0.018940,37,120.000000,3.095767,3.926288
fixed-d0,58,0.019302,35,120.000000,3.093267,3.919212
fixed-d0,59,0.018018,37,120.000000,3.159705,3.859127
fixed-d1,0,0.036125,35,146.666667,3.215486,3.802618
fixed-d1,1,0.031190,34,146.666667,3.143686,3.887281
fixed-d1,2,0.034145,31,146.666667,3.229288,3.798195
fixed-d1,3,0.030431,31,146.666667,3.179429,3.848347
fixed-d1,4,0.026873,28,146.666667,3.207611,3.823651
fixed-d1,5,0.043947,32,146.666667,3.277572,3.712086
fixed-d1,6,0.046188,34,146.666667,3.149946,3.834041
fixed-d1,7,0.026966,30,146.666667,3.339455,3.691517
fixed-d1,8,0.033327,34,146.666667,3.181858,3.844957
fixed-d1,9,0.033769,36,146.666667,3.154924,3.872496
fixed-d1,10,0.049304,34,146.666667,3.215246,3.759060
fixed-d1,11,0.038477,35,146.666667,3.341168,3.679284
fixed-d1,12,0.053513,35,146.666667,3.253812,3.702714
fixed-d1,13,0.036927,30,146.666667,3.259203,3.750657
fixed-d1,14,0.045530,32,146.666667,3.291156,3.685772
fixed-d1,15,0.035937,34,146.666667,3.132133,3.891045
fixed-d1,16,0.049582,37,146.666667,3.141412,3.835318
fixed-d1,17,0.033486,32,146.666667,3.193275,3.830248
fixed-d1,18,0.036094,33,146.666667,3.140940,3.878261
fixed-d1,19,0.033889,32,146.666667,3.231204,3.797286
fixed-d1,20,0.049447,33,146.666667,3.228328,3.744187
fixed-d1,21,0.048649,35,146.666667,3.187916,3.793529
fixed-d1,22,0.031670,35,146.666667,3.123361,3.902401
fixed-d1,23,0.031620,29,146.666667,3.176579,3.846610
fixed-d1,24,0.049261,32,146.666667,3.273173,3.687994
fixed-d1,25,0.032094,33,146.666667,3.154696,3.867986
fixed-d1,26,0.027137,28,146.666667,3.309656,3.718036
fixed-d1,27,0.042204,35,146.666667,3.157738,3.844086
fixed-d1,28,0.044042,34,146.666667,3.117094,3.878696
fixed-d1,29,0.052011,32,146.666667,3.242438,3.708703
fixed-d1,30,0.045047,33,146.666667,3.221020,3.766283
fixed-d1,31,0.055136,41,146.666667,3.188281,3.767172
fixed-d1,32,0.026816,30,146.666667,3.227434,3.804045
fixed-d1,33,0.046748,32,146.666667,3.299768,3.671438
fixed-d1,34,0.034509,31,146.666667,3.217239,3.804704
fixed-d1,35,0.053163,37,146.666667,3.159241,3.802098
fixed-d1,36,0.050194,37,146.666667,3.171849,3.797948
fixed-d1,37,0.033369,32,146.666667,3.210012,3.808803
fixed-d1,38,0.027496,28,146.666667,3.322256,3.708247
fixed-d1,39,0.049323,33,146.666667,3.213675,3.746441
fixed-d1,40,0.040327,34,146.666667,3.263815,3.742451
fixed-d1,41,0.031586,30,146.666667,3.231981,3.789383
fixed-d1,42,0.033260,34,146.666667,3.210943,3.815554
fixed-d1,43,0.026929,29,146.666667,3.264201,3.763766
fixed-d1,44,0.033111,32,146.666667,3.225607,3.800210
fixed-d1,45,0.031517,31,146.666667,3.284436,3.745696
fixed-d1,46,0.035248,31,146.666667,3.198806,3.818058
fixed-d1,47,0.032959,31,146.666667,3.275311,3.745821
fixed-d1,48,0.033756,30,146.666667,3.264469,3.761325
fixed-d1,49,0.035966,31,146.666667,3.271155,3.750047
fixed-d1,50,0.044227,35,146.666667,3.208987,3.792927
fixed-d1,51,0.042804,34,146.666667,3.176704,3.818867
fixed-d1,52,0.032713,30,146.666667,3.154308,3.862546
fixed-d1,53,0.035430,31,146.666667,3.239607,3.767399
fixed-d1,54,0.033646,30,146.666667,3.251816,3.781211
fixed-d1,55,0.043793,34,146.666667,3.286307,3.710928
fixed-d1,56,0.040916,35,146.666667,3.234663,3.775965
fixed-d1,57,0.040713,35,146.666667,3.147985,3.857386
fixed-d1,58,0.043298,34,146.666667,3.135077,3.867875
fixed-d1,59,0.039866,34,146.666667,3.204792,3.795998
fixed-d2,0,0.143446,49,173.333333,2.956164,4.024571
fixed-d2,1,0.108523,41,173.333333,3.020020,4.003558
fixed-d2,2,0.122743,41,173.333333,3.048688,3.964433
fixed-d2,3,0.105838,39,173.333333,3.043129,3.976249
fixed-d2,4,0.082152,32,173.333333,3.147285,3.885093
fixed-d2,5,0.239516,59,173.333333,2.616162,4.144792
fixed-d2,6,0.278158,71,173.333333,2.360161,4.313587
fixed-d2,7,0.081524,35,173.333333,3.282450,3.743230
fixed-d2,8,0.127484,45,173.333333,2.972276,4.026232
fixed-d2,9,0.142588,47,173.333333,2.903406,4.077983
fixed-d2,10,0.299399,74,173.333333,2.379349,4.246042
fixed-d2,11,0.162240,47,173.333333,3.043159,3.921913
fixed-d2,12,0.319779,77,173.333333,2.344451,4.210030
fixed-d2,13,0.154596,46,173.333333,2.923312,4.026415
fixed-d2,14,0.280047,67,173.333333,2.475913,4.180611
fixed-d2,15,0.155712,51,173.333333,2.832513,4.135903
fixed-d2,16,0.313280,75,173.333333,2.248305,4.331275
fixed-d2,17,0.124160,41,173.333333,2.996467,4.002398
fixed-d2,18,0.163458,50,173.333333,2.796265,4.156758
fixed-d2,19,0.121439,42,173.333333,3.069117,3.944437
fixed-d2,20,0.299561,70,173.333333,2.354353,4.259489
fixed-d2,21,0.285060,70,173.333333,2.425100,4.255500
fixed-d2,22,0.112116,43,173.333333,2.999539,4.028822
fixed-d2,23,0.110542,38,173.333333,3.020230,3.991797
fixed-d2,24,0.330261,75,173.333333,2.253995,4.250844
fixed-d2,25,0.120705,41,173.333333,2.973402,4.039686
fixed-d2,26,0.076727,30,173.333333,3.283014,3.747824
fixed-d2,27,0.226733,62,173.333333,2.584168,4.245701
fixed-d2,28,0.228997,60,173.333333,2.512771,4.286874
fixed-d2,29,0.316662,75,173.333333,2.287469,4.251694
fixed-d2,30,0.235131,60,173.333333,2.626144,4.180194
fixed-d2,31,0.404527,88,173.333333,1.993286,4.316989
fixed-d2,32,0.074260,32,173.333333,3.216524,3.816225
fixed-d2,33,0.285018,68,173.333333,2.479202,4.181564
fixed-d2,34,0.130628,44,173.333333,2.996714,3.995752
fixed-d2,35,0.369260,84,173.333333,2.073955,4.338044
fixed-d2,36,0.334852,79,173.333333,2.217878,4.303442
fixed-d2,37,0.143454,46,173.333333,2.944698,4.041677
fixed-d2,38,0.080540,32,173.333333,3.278073,3.752131
fixed-d2,39,0.340415,82,173.333333,2.198419,4.311722
fixed-d2,40,0.192213,54,173.333333,2.823705,4.070836
fixed-d2,41,0.119210,41,173.333333,3.042890,3.960312
fixed-d2,42,0.120657,42,173.333333,3.048937,3.965638
fixed-d2,43,0.084728,34,173.333333,3.185625,3.839381
fixed-d2,44,0.121026,41,173.333333,3.038202,3.965124
fixed-d2,45,0.108668,39,173.333333,3.147660,3.875357
fixed-d2,46,0.140636,45,173.333333,2.931435,4.046148
fixed-d2,47,0.122414,41,173.333333,3.083249,3.922293
fixed-d2,48,0.126109,42,173.333333,3.042315,3.951472
fixed-d2,49,0.135224,43,173.333333,3.024881,3.960653
fixed-d2,50,0.218484,60,173.333333,2.674184,4.165268
fixed-d2,51,0.250427,66,173.333333,2.496829,4.266797
fixed-d2,52,0.133950,44,173.333333,2.903794,4.088342
fixed-d2,53,0.158163,47,173.333333,2.891611,4.059483
fixed-d2,54,0.114290,41,173.333333,3.097327,3.916716
fixed-d2,55,0.236870,60,173.333333,2.664633,4.122098
fixed-d2,56,0.190977,55,173.333333,2.814741,4.098768
fixed-d2,57,0.215811,59,173.333333,2.627035,4.231510
fixed-d2,58,0.237446,63,173.333333,2.510810,4.284108
fixed-d2,59,0.226593,62,173.333333,2.622796,4.204642
fixed-d3,0,0.837099,121,200.000000,0.037378,4.756034
fixed-d3,1,0.826452,121,200.000000,0.045298,5.139911
fixed-d3,2,0.830818,121,200.000000,0.042422,4.989423
fixed-d3,3,0.827712,121,200.000000,0.044919,5.096098
fixed-d3,4,0.817583,121,200.000000,0.055942,5.421806
fixed-d3,5,0.851000,121,200.000000,0.029240,4.177612
fixed-d3,6,0.854300,121,200.000000,0.026389,4.028375
fixed-d3,7,0.818158,121,200.000000,0.057070,5.407349
fixed-d3,8,0.834006,121,200.000000,0.039507,4.872345
fixed-d3,9,0.836885,121,200.000000,0.036989,4.763880
fixed-d3,10,0.854930,121,200.000000,0.026414,3.999220
fixed-d3,11,0.837880,121,200.000000,0.037763,4.727356
fixed-d3,12,0.856308,121,200.000000,0.026014,3.935145
fixed-d3,13,0.840283,121,200.000000,0.036019,4.631651
fixed-d3,14,0.854650,121,200.000000,0.027372,4.011727
fixed-d3,15,0.839030,121,200.000000,0.035066,4.680372
fixed-d3,16,0.855567,121,200.000000,0.025515,3.970223
fixed-d3,17,0.832644,121,200.000000,0.040812,4.922513
fixed-d3,18,0.840817,121,200.000000,0.034256,4.609794
fixed-d3,19,0.828892,121,200.000000,0.043932,5.058411
fixed-d3,20,0.855577,121,200.000000,0.026373,3.969329
fixed-d3,21,0.853408,121,200.000000,0.026907,4.069054
fixed-d3,22,0.826814,121,200.000000,0.044195,5.125736
fixed-d3,23,0.829075,121,200.000000,0.044023,5.050665
fixed-d3,24,0.858664,121,200.000000,0.025361,3.824025
fixed-d3,25,0.831569,121,200.000000,0.041314,4.961788
fixed-d3,26,0.811194,121,200.000000,0.064822,5.610373
fixed-d3,27,0.848890,121,200.000000,0.029159,4.270704
fixed-d3,28,0.849718,121,200.000000,0.028512,4.234720
fixed-d3,29,0.857685,121,200.000000,0.025531,3.870574
fixed-d3,30,0.849069,121,200.000000,0.029523,4.263145
fixed-d3,31,0.859825,121,200.000000,0.023806,3.769495
fixed-d3,32,0.807846,121,200.000000,0.067245,5.698045
fixed-d3,33,0.855054,121,200.000000,0.027248,3.992865
fixed-d3,34,0.834080,121,200.000000,0.039924,4.870799
fixed-d3,35,0.858824,121,200.000000,0.024125,3.817257
fixed-d3,36,0.856756,121,200.000000,0.025132,3.914602
fixed-d3,37,0.837598,121,200.000000,0.037166,4.736274
fixed-d3,38,0.815200,121,200.000000,0.060015,5.495475
fixed-d3,39,0.858623,121,200.000000,0.024871,3.826239
fixed-d3,40,0.844812,121,200.000000,0.032549,4.445488
fixed-d3,41,0.832459,121,200.000000,0.041636,4.929594
fixed-d3,42,0.829358,121,200.000000,0.043265,5.040917
fixed-d3,43,0.820995,121,200.000000,0.053453,5.318453
fixed-d3,44,0.831965,121,200.000000,0.041847,4.948047
fixed-d3,45,0.827323,121,200.000000,0.046320,5.111594
fixed-d3,46,0.837514,121,200.000000,0.037191,4.739752
fixed-d3,47,0.832446,121,200.000000,0.041834,4.930331
fixed-d3,48,0.834055,121,200.000000,0.040725,4.872015
fixed-d3,49,0.835482,121,200.000000,0.039516,4.819128
fixed-d3,50,0.847172,121,200.000000,0.030547,4.345865
fixed-d3,51,0.851831,121,200.000000,0.027836,4.140209
fixed-d3,52,0.836565,121,200.000000,0.037741,4.776159
fixed-d3,53,0.841590,121,200.000000,0.034924,4.578358
fixed-d3,54,0.828665,121,200.000000,0.044633,5.065687
fixed-d3,55,0.850317,121,200.000000,0.029591,4.207745
fixed-d3,56,0.843639,121,200.000000,0.032890,4.494871
fixed-d3,57,0.847110,121,200.000000,0.030029,4.347970
fixed-d3,58,0.850401,121,200.000000,0.028253,4.204349
fixed-d3,59,0.849525,121,200.000000,0.029361,4.242506
fixed-d4,0,0.913616,121,226.666667,0.008397,4.447037
fixed-d4,1,0.908691,121,226.666667,0.009205,4.754480
fixed-d4,2,0.910700,121,226.666667,0.008998,4.633901
fixed-d4,3,0.909353,121,226.666667,0.009216,4.715187
fixed-d4,4,0.905322,121,226.666667,0.010343,4.943113
fixed-d4,5,0.920574,121,226.666667,0.007409,3.948774
fixed-d4,6,0.922155,121,226.666667,0.006886,3.825913
fixed-d4,7,0.905710,121,226.666667,0.010622,4.922843
fixed-d4,8,0.912165,121,226.666667,0.008613,4.541466
fixed-d4,9,0.913489,121,226.666667,0.008282,4.455345
fixed-d4,10,0.922452,121,226.666667,0.006949,3.802386
fixed-d4,11,0.914018,121,226.666667,0.008575,4.420629
fixed-d4,12,0.923170,121,226.666667,0.006929,3.745263
fixed-d4,13,0.915307,121,226.666667,0.008283,4.332848
fixed-d4,14,0.922423,121,226.666667,0.007162,3.804662
fixed-d4,15,0.914448,121,226.666667,0.008021,4.391219
fixed-d4,16,0.922759,121,226.666667,0.006745,3.778169
fixed-d4,17,0.911568,121,226.666667,0.008777,4.579452
fixed-d4,18,0.915413,121,226.666667,0.007931,4.325389
fixed-d4,19,0.909806,121,226.666667,0.009163,4.688717
fixed-d4,20,0.922863,121,226.666667,0.006957,3.769841
fixed-d4,21,0.921637,121,226.666667,0.006993,3.866475
fixed-d4,22,0.908675,121,226.666667,0.009063,4.754995
fixed-d4,23,0.910057,121,226.666667,0.009114,4.673198
fixed-d4,24,0.924517,121,226.666667,0.006857,3.636401
fixed-d4,25,0.911068,121,226.666667,0.008787,4.610869
fixed-d4,26,0.903042,121,226.666667,0.011241,5.061962
fixed-d4,27,0.919342,121,226.666667,0.007278,4.042078
fixed-d4,28,0.919793,121,226.666667,0.007150,4.008233
fixed-d4,29,0.923971,121,226.666667,0.006853,3.680805
fixed-d4,30,0.919456,121,226.666667,0.007390,4.033653
fixed-d4,31,0.924952,121,226.666667,0.006535,3.600946
fixed-d4,32,0.901577,121,226.666667,0.011314,5.133187
fixed-d4,33,0.922623,121,226.666667,0.007156,3.788699
fixed-d4,34,0.912263,121,226.666667,0.008703,4.535512
fixed-d4,35,0.924447,121,226.666667,0.006559,3.642236
fixed-d4,36,0.923365,121,226.666667,0.006718,3.729717
fixed-d4,37,0.913898,121,226.666667,0.008369,4.428140
fixed-d4,38,0.904495,121,226.666667,0.010857,4.987406
fixed-d4,39,0.924430,121,226.666667,0.006732,3.643483
fixed-d4,40,0.917373,121,226.666667,0.007843,4.186938
fixed-d4,41,0.911591,121,226.666667,0.008918,4.578112
fixed-d4,42,0.909977,121,226.666667,0.009067,4.678060
fixed-d4,43,0.906871,121,226.666667,0.010185,4.858804
fixed-d4,44,0.911330,121,226.666667,0.008931,4.594639
fixed-d4,45,0.909248,121,226.666667,0.009491,4.721956
fixed-d4,46,0.913869,121,226.666667,0.008360,4.430161
fixed-d4,47,0.911541,121,226.666667,0.008991,4.581346
fixed-d4,48,0.912369,121,226.666667,0.008850,4.528790
fixed-d4,49,0.913004,121,226.666667,0.008714,4.487681
fixed-d4,50,0.918518,121,226.666667,0.007514,4.103589
fixed-d4,51,0.920881,121,226.666667,0.007117,3.925106
fixed-d4,52,0.913470,121,226.666667,0.008377,4.456632
fixed-d4,53,0.915915,121,226.666667,0.008128,4.290463
fixed-d4,54,0.909784,121,226.666667,0.009268,4.689866
fixed-d4,55,0.920184,121,226.666667,0.007469,3.978512
fixed-d4,56,0.916751,121,226.666667,0.007853,4.231600
fixed-d4,57,0.918428,121,226.666667,0.007384,4.110064
fixed-d4,58,0.920138,121,226.666667,0.007132,3.982029
fixed-d4,59,0.919729,121,226.666667,0.007358,4.012920
fixed-d5,0,0.954075,121,253.333333,0.003521,4.395612
fixed-d5,1,0.951385,121,253.333333,0.003661,4.695240
fixed-d5,2,0.952485,121,253.333333,0.003664,4.577451
fixed-d5,3,0.951754,121,253.333333,0.003686,4.656306
fixed-d5,4,0.949581,121,253.333333,0.003947,4.874797
fixed-d5,5,0.957878,121,253.333333,0.003326,3.906587
fixed-d5,6,0.958727,121,253.333333,0.003137,3.787594
fixed-d5,7,0.949807,121,253.333333,0.004084,4.853488
fixed-d5,8,0.953283,121,253.333333,0.003552,4.487743
fixed-d5,9,0.954003,121,253.333333,0.003462,4.404085
fixed-d5,10,0.958887,121,253.333333,0.003184,3.764870
fixed-d5,11,0.954298,121,253.333333,0.003627,4.369130
fixed-d5,12,0.959278,121,253.333333,0.003199,3.708684
fixed-d5,13,0.955012,121,253.333333,0.003522,4.282184
fixed-d5,14,0.958883,121,253.333333,0.003275,3.765414
fixed-d5,15,0.954519,121,253.333333,0.003389,4.342333
fixed-d5,16,0.959051,121,253.333333,0.003096,3.741378
fixed-d5,17,0.952960,121,253.333333,0.003596,4.524403
fixed-d5,18,0.955055,121,253.333333,0.003376,4.276810
fixed-d5,19,0.951996,121,253.333333,0.003701,4.630748
fixed-d5,20,0.959118,121,253.333333,0.003194,3.731732
fixed-d5,21,0.958439,121,253.333333,0.003179,3.828279
fixed-d5,22,0.951360,121,253.333333,0.003616,4.697636
fixed-d5,23,0.952147,121,253.333333,0.003663,4.614388
fixed-d5,24,0.960023,121,253.333333,0.003196,3.599788
fixed-d5,25,0.952688,121,253.333333,0.003577,4.554967
fixed-d5,26,0.948359,121,253.333333,0.004195,4.987391
fixed-d5,27,0.957190,121,253.333333,0.003231,4.000466
fixed-d5,28,0.957439,121,253.333333,0.003181,3.966823
fixed-d5,29,0.959723,121,253.333333,0.003179,3.644004
fixed-d5,30,0.957255,121,253.333333,0.003290,3.991778
fixed-d5,31,0.960242,121,253.333333,0.003069,3.567557
fixed-d5,32,0.947545,121,253.333333,0.004157,5.057900
fixed-d5,33,0.958991,121,253.333333,0.003279,3.749883
fixed-d5,34,0.953343,121,253.333333,0.003594,4.481067
fixed-d5,35,0.959969,121,253.333333,0.003062,3.607871
fixed-d5,36,0.959380,121,253.333333,0.003105,3.693962
fixed-d5,37,0.954233,121,253.333333,0.003513,4.376774
fixed-d5,38,0.949143,121,253.333333,0.004122,4.916184
fixed-d5,39,0.959969,121,253.333333,0.003136,3.607775
fixed-d5,40,0.956124,121,253.333333,0.003419,4.141333
fixed-d5,41,0.952983,121,253.333333,0.003651,4.521887
fixed-d5,42,0.952086,121,253.333333,0.003668,4.620970
fixed-d5,43,0.950438,121,253.333333,0.003948,4.791786
fixed-d5,44,0.952838,121,253.333333,0.003649,4.538259
fixed-d5,45,0.951705,121,253.333333,0.003805,4.661816
fixed-d5,46,0.954217,121,253.333333,0.003506,4.378629
fixed-d5,47,0.952952,121,253.333333,0.003690,4.525407
fixed-d5,48,0.953411,121,253.333333,0.003654,4.473241
fixed-d5,49,0.953756,121,253.333333,0.003626,4.433360
fixed-d5,50,0.956745,121,253.333333,0.003312,4.060018
fixed-d5,51,0.958033,121,253.333333,0.003204,3.885144
fixed-d5,52,0.954004,121,253.333333,0.003487,4.403966
fixed-d5,53,0.955341,121,253.333333,0.003476,4.241153
fixed-d5,54,0.951991,121,253.333333,0.003737,4.631206
fixed-d5,55,0.957661,121,253.333333,0.003345,3.936414
fixed-d5,56,0.955781,121,253.333333,0.003405,4.185473
fixed-d5,57,0.956690,121,253.333333,0.003249,4.067303
fixed-d5,58,0.957627,121,253.333333,0.003186,3.941143
fixed-d5,59,0.957407,121,253.333333,0.003276,3.971018
fixed-d6,0,0.975930,121,280.000000,0.002161,4.381615
fixed-d6,1,0.974487,121,280.000000,0.002179,4.679799
fixed-d6,2,0.975078,121,280.000000,0.002212,4.562463
fixed-d6,3,0.974686,121,280.000000,0.002202,4.640912
fixed-d6,4,0.973521,121,280.000000,0.002295,4.857586
fixed-d6,5,0.977965,121,280.000000,0.002124,3.894390
fixed-d6,6,0.978416,121,280.000000,0.002021,3.776374
fixed-d6,7,0.973645,121,280.000000,0.002386,4.835935
fixed-d6,8,0.975506,121,280.000000,0.002160,4.473326
fixed-d6,9,0.975891,121,280.000000,0.002121,4.390161
fixed-d6,10,0.978500,121,280.000000,0.002058,3.753840
fixed-d6,11,0.976051,121,280.000000,0.002238,4.355008
